begin_node_id,end_node_id,travel_time
103874255,103883742,7.89751
42884818,279609722,13.1264
42445972,596776032,45.5241
42445961,596775985,127.348
103160730,103111281,21.8162
103861405,1112485531,1.54843
42509264,42474126,6.58392
42424334,825418517,2.97503
42465871,42465874,7.76317
103873764,103873766,33.0538
482639370,482640649,13.0768
1061531839,42431034,23.1773
1061531707,42439464,60.6386
42445926,596775882,30.9845
42445936,596775919,45.0123
0,0,5.38725
42445950,596775946,126.516
42445928,596775870,95.3845
42807818,42919829,7.26604
42445930,596775914,96.1712
42810494,42833309,8.7619
471241911,42724759,6.0403
276065579,42909624,41.2414
598228721,42488516,256.398
42445817,596776349,7.51929
103868835,60007644,10.3668
42517600,42476725,87.9886
42860230,42860227,10.1846
276299053,276315696,26.813
482539630,2446054619,9.27044
1061531603,42442480,79.4427
276299131,276314184,81.0164
42467023,42469612,18.7207
42466506,42486350,19.9357
42467024,42469614,10.7873
42860233,42860230,9.41086
1061531509,42443310,28.341
1293095295,103859189,41.0843
42861322,42828372,12.3747
1061531491,42442432,7.62797
42445733,596776103,33.6539
373867810,42467403,26.422
1061531757,42428634,20.1164
1061531815,42428746,50.1058
42860184,42860179,13.9291
42517036,42488429,16.703
1061531454,42442463,100.474
42860206,42860202,10.0683
42517081,42486735,21.0869
42860202,42860194,20.1094
42465236,42521125,37.0629
42810468,42826957,10.6609
1061531790,42431089,26.9214
42457788,247223720,120.365
42910092,42885762,18.8095
42860164,42860161,5.39285
42860170,42860167,15.3994
1112485531,103886478,3.07967
42763131,42719445,3.01735
1061531790,42428709,11.8088
1061531731,42431067,9.2954
1061531815,42428737,78.5099
42810972,42810967,31.4286
42908517,42932492,16.5641
1061531807,42428711,38.2735
42810477,42826048,9.20574
2054405674,2054405601,183.726
598227919,42502712,21.7726
1061531790,42428701,27.2045
103874255,103869921,2.53333
2025209406,2025209370,21.0185
2054405684,2054405674,11.7677
1061531768,42428689,47.5271
1061531645,42421775,19.456
42424395,587988392,13.1098
1061531695,42428065,37.2322
42466514,42475959,30.5086
1061531730,42428725,8.8701
276299309,276299310,6.8928
1061531731,42428701,9.9805
1061531645,42431024,22.7722
1061531730,42428720,10.708
1061531731,42428689,37.3267
42464848,1258875489,43.18
42860017,42860012,58.0365
1061531631,42431108,14.5236
1061531707,42428590,23.67
276299282,276298577,14.9546
42859209,42884832,19.0705
1061531695,42428645,18.0998
42517603,42461394,50.349
1061531637,42428682,11.8363
1061531575,42431118,56.5868
1112485544,103880448,43.4147
103873768,103881214,64.5392
42859957,42859942,60.165
1061531645,42428661,39.711
476025435,1895628122,31.0727
1061531608,42428601,23.1622
1061531550,42431030,17.8258
1061531634,42428640,21.9411
1061531631,42428725,5.61482
1061531839,42421809,27.052
42466401,42476648,14.8098
42466398,42476648,14.1967
103873766,103873768,29.2567
42861161,42818588,26.447
42908259,42932921,8.41098
1061531504,42431102,13.2882
42465738,42496115,10.7759
42464848,42523691,32.3534
2912071217,42768516,9.77971
1061531527,42429999,30.4534
42427494,246580466,10.1147
370897167,589100711,96.9043
607920363,42446424,15.9028
2912071211,42768535,7.7165
1061531768,42422016,4.83847
42439191,589100711,19.125
1061531550,42428661,27.8131
1061531454,42431019,38.1726
1061531654,42421741,43.2145
42431187,561035334,57.2605
42908962,42908954,7.13234
1061531504,42428720,12.1482
1061531717,42421749,12.6077
42445230,596776009,20.354
1934650086,2447553689,168.023
276299054,276299053,11.573
1061531654,42421749,18.8564
42908922,42908916,13.6832
42516250,42499172,44.7085
42466306,2312641457,14.5826
1061531454,42428065,27.5588
1061531447,42428583,31.2298
42908916,42908911,12.5533
42465874,42465878,7.56807
42466249,42466244,14.3192
42810479,42810477,33.4198
42466499,42466496,22.0134
42466512,42466510,17.6316
42466517,42466514,12.7922
60007332,1381944089,33.7009
42517094,42471595,20.2511
42466513,42466512,16.9634
42466514,42466513,11.8174
42516389,42493251,35.0607
42466500,42466499,21.8795
42466506,42466503,18.4493
42466510,42466508,18.5033
42466508,42466506,18.3445
42466196,42475971,56.3956
42466503,42466502,18.4724
42466502,42466500,22.4114
42810491,42810479,40.7847
276065908,42874694,156.231
42466492,42466491,18.4517
42466496,42466495,18.5769
42466495,42466492,18.2148
42466468,42466454,18.4721
42466491,42466481,18.6051
42466481,42466468,18.4261
42466383,42467919,18.5586
42466447,42466440,19.3373
482652239,42874694,52.9224
42466454,42466447,19.971
1061531550,42421809,4.56443
42809955,42827615,29.3992
42466440,42466438,23.1485
42466249,42466259,14.7582
598228039,42480537,22.8249
103873526,103876555,9.22954
1061531509,42421972,29.0611
42516043,42500683,8.94343
42466405,42466401,9.3329
42466389,42466395,14.0991
103878112,2735660226,8.08889
42466395,42466398,14.1403
42761233,42761235,10.591
1112485711,103861407,20.1454
42466376,42466378,58.68
1061531454,42421775,14.0244
42761235,42761237,9.81754
42761245,42761249,9.88503
42861200,42808193,2.57317
42437305,1061531550,80.2003
2807666064,42885397,19.1245
42466290,42466299,16.9437
42466299,42466306,21.8143
42856797,1064257420,13.4434
42466282,42466273,15.3859
42466290,42466282,5.99345
42466282,42466290,16.9518
103873489,103873490,4.15839
42466266,42466273,17.0748
42466273,42466282,16.9565
42466273,42466266,12.2152
42466259,42466249,14.5419
42466266,42466259,12.0362
42466259,42466266,14.6584
42465878,42465881,7.22749
277385050,42866377,14.3231
42429394,595682316,32.4907
42441299,595314120,90.9352
42466239,42466244,24.8328
42466244,42466249,24.1465
42466244,42466239,16.3829
42466234,42466227,16.1701
42466239,42466234,16.1464
42466234,42466239,24.4743
42466209,42466204,17.475
42466219,42466227,24.5049
42466227,42466234,24.5102
42466227,42466219,16.1666
42466214,42466209,17.6348
42466219,42466214,16.1499
42466214,42466219,16.6943
42761088,42761092,26.3793
42466191,42466189,15.7758
42466202,42466200,15.1027
42466204,42466202,23.4172
42860194,42835415,14.5324
42466192,42466191,15.7206
42466200,42466196,16.4679
42466196,42466192,47.2449
42466179,42466172,14.3036
42466186,42466184,14.5492
42466189,42466188,15.8871
42466188,42466186,14.4037
42466180,42466179,14.5147
42466184,42466183,14.523
42466183,42466180,14.5147
42911782,593300772,20.257
42465233,42491625,18.3591
597444023,106100961,58.8562
1064257394,42846335,41.379
42761082,42761088,11.9581
42761006,42763131,6.24799
276065579,42874694,9.07466
276298606,276299309,6.90085
42466172,42465649,14.7742
42465234,42491625,13.7465
42515829,42497780,18.6773
42515844,42497624,22.1665
561042202,100522731,55.4355
42757938,2025188866,14.4066
42808179,42872060,48.8212
2757013684,42860247,10.4627
42465893,42465899,7.42798
42427242,1584024995,19.5821
42464934,42500051,26.1127
103873490,103866947,3.87641
598227835,42478164,18.7323
42760885,42760889,22.9204
598227849,42476753,23.4361
295516882,295517111,4.46867
449616592,598248807,12.3104
2569923500,42453398,24.292
42514918,42520415,8.88505
405984035,42450656,20.7474
42465899,42465906,6.96044
42465926,42465770,25.9587
42465906,42465738,4.3591
42428922,561035357,15.7592
42465265,42465263,15.9548
42809589,42809585,15.0863
42858918,42858920,19.0954
276032821,371034162,25.0367
42480088,1692483438,3.77326
42444487,596776173,66.3984
42515023,42515022,68.28
42505420,598033003,23.7889
42465852,42465857,18.671
42909624,42864880,14.4937
42761249,42745890,9.84062
42808195,42861204,29.2483
449618008,598202939,16.0121
42514454,42531627,17.2827
276065579,42864879,13.7403
42761340,42741118,6.75329
276318043,42901546,3.15123
42909564,42864781,24.4125
42858920,42858924,12.8876
589298625,42450645,32.1733
42761092,42748183,23.1181
42807755,42874655,10.2644
42465857,42463398,13.4454
42858980,42858987,11.7392
42858987,42858990,39.6595
42761237,42743425,9.94853
42858924,42858925,16.7369
42858939,42858943,25.4155
42465728,42465893,6.99823
42858943,42858947,8.45069
42809781,42809784,42.0682
42809787,42809790,45.4857
42809784,42809787,34.5868
42809593,42809589,14.6715
42809642,42809639,14.6414
42859976,42825307,48.5187
42858907,42858910,10.2336
42858913,42858918,9.03206
42858910,42858913,9.23625
42860167,42819392,12.7046
42464827,42492210,43.0548
42858898,42858903,11.8866
42809645,42809642,14.4777
277386523,42802987,11.6292
42464538,42500039,21.9791
42465257,42477241,36.3973
42809649,42809645,28.6829
42465279,42475977,49.5603
42809660,42809649,35.6131
42809596,42809593,14.6956
42809627,42809624,14.7966
42809639,42809637,23.3076
2757013712,42842881,9.97152
276067533,42795952,12.0594
42809630,42809627,15.147
42809637,42809632,14.6841
42809632,42809630,15.2486
42809599,42809596,14.6956
42809618,42809615,14.6819
42809624,42809622,14.6952
42809622,42809618,14.6845
42909227,42866903,5.07729
42809615,42809611,14.6978
42809602,42809599,14.634
42465267,42465265,15.8703
103879734,440243679,2.34773
2141026493,2141026501,10.0894
42809560,42809554,14.3711
42809579,42809568,22.956
42809585,42809582,27.4602
42809582,42809579,18.0437
103872293,103886410,9.25947
42516187,42467396,28.1823
42809568,42809560,69.7428
2408421436,481404934,29.5004
2141026501,2141026493,15.2007
405984035,42436716,15.9663
42809554,42809551,12.3039
42910163,42836198,23.7848
42809551,42809549,11.8409
42761265,42733534,11.084
370924677,42424183,21.7637
339044224,42436393,11.4911
42809539,42809536,21.9612
42809543,42809539,16.7172
42761241,42733958,9.65034
42428374,1506902240,99.9166
42856569,42923767,5.34737
42760889,42744118,15.2029
593915267,42452975,15.4377
42514554,42514549,4.6599
42809549,42807081,23.3748
42463398,42527617,13.1771
42908962,42869967,27.3182
42807836,42859957,14.176
42807818,42859920,10.8474
42465270,42465267,14.2397
42514454,42514451,21.9425
42807752,42860012,5.42861
42465343,42465340,17.0864
42465349,42465343,17.0903
42807554,42867023,5.07828
42859942,42815107,25.068
42465340,42465336,19.064
42465336,42465332,19.0304
42465305,42465301,15.8769
42465312,42465309,15.8302
42465318,42465315,19.0866
42465315,42465312,15.8777
42437826,589100711,14.1462
103872547,103872546,1.50027
42465309,42465305,15.8867
42465273,42465270,15.8583
595245925,1672106382,19.3165
42465298,42465296,15.6728
42465301,42465298,15.8595
42514451,42514448,44.5615
42465292,42465288,15.9143
42465296,42465294,16.0633
42465294,42465292,15.8587
589298803,42429981,62.3174
42465284,42465281,15.8863
42465288,42465284,15.8494
595245920,1672106382,39.1025
42465276,42465273,15.8577
42465281,42465279,15.8765
42465279,42465276,15.8683
42428922,561035359,6.8101
1773082410,1918039898,18.9863
42858947,42836292,15.5666
593915295,42446678,73.7908
42465250,42465246,16.1652
42465260,42465257,12.7276
42465263,42465262,15.8973
42465262,42465260,11.7796
42465253,42465250,14.4537
42465257,42465253,17.065
42514447,42513157,13.4873
42908901,42866622,12.4183
42465238,42465236,13.4078
42465246,42465238,14.9448
42514559,42509228,3.5173
42858934,42843178,12.9738
42428080,60918583,47.3728
597261862,42513166,15.1555
106074992,276235958,6.34729
486864458,486873300,6.52613
42430233,1692433942,36.4362
42514188,42519258,8.69266
247085079,247081122,58.7516
42430187,1692433938,12.1778
42908517,42876795,8.30814
42858334,42858980,8.59993
42464419,42484216,22.1399
42910092,42825302,13.848
42797312,106090514,67.1051
42859920,42807818,7.53293
106717940,588178801,6.66086
1064257426,42809781,23.1714
486864458,486871373,6.32115
103879149,440244523,11.7914
2569923492,42422026,55.9696
103872510,103863417,2.5844
589298584,42427965,7.9632
593915202,42443977,10.3807
42443612,596775951,54.9774
42877708,482655346,15.9076
42897099,279155134,39.7242
422438821,42455662,12.4843
42464938,42464936,60.8681
42515018,42486265,19.4587
246887345,42440850,10.5339
246887345,42440847,7.46332
42793624,276069438,24.576
42515011,42486239,22.2452
42464955,42464953,22.8144
277385119,42820847,4.51012
371247627,593909400,21.4711
597325450,597325461,24.8087
42464936,42464934,57.4821
593915305,42437670,17.1706
42844233,2799469682,4.15222
247227450,561950065,36.4708
42844233,2799469684,9.19615
246887345,42436088,27.3117
42908540,42866384,29.6176
42808177,42832467,23.8466
103872546,103858344,2.53367
42464273,42482403,7.63748
42464852,42464848,18.2858
42514974,42483561,69
42428928,561035359,8.76173
42464580,42464586,61.0442
42464292,42476636,16.4703
42514274,42502705,20.3449
42504249,598035431,4.43993
2831728347,42444453,22.2502
42464621,42470434,56.5171
42910339,42808179,44.8458
595703304,595703303,4.05419
595703303,595703309,20.4058
593915293,42430629,9.2984
595703269,595703283,11.2098
42464589,42469879,24.4829
589298326,42428013,10.6356
593915305,42430629,5.97548
593915211,42433644,9.24902
593915305,42430639,20.6011
42858888,42823995,39.6027
42424610,825418517,119.951
593915255,42430651,50.0501
593915274,42430639,25.5724
1919595921,1919595912,22.5284
42846208,106133540,58.617
593915255,42430643,39.4016
1919595912,1919595923,14.8232
370922849,42455929,5.53459
589298178,42428014,251.081
2831728346,42438772,12.4117
2757013720,42812173,9.95705
42759497,42759500,7.50791
42464542,42466412,13.9204
42464586,42464589,61.0334
42428934,561035363,6.8488
42428970,561035378,24.4767
42515022,42471130,28.3672
42464570,42464576,51.97
42464576,42464580,60.9472
42514448,42491236,10.326
42434427,2779131560,6.23927
440244527,103880198,3.29873
42461379,248606828,4.98963
42858925,42817940,14.9804
587988392,825418517,10.5297
752196193,103868781,7.52087
42514854,42475764,20.0902
42808170,42818487,43.1562
42514974,42471048,28.3058
42908911,42841786,12.5285
42428939,561035363,6.71045
42428951,561035367,17.1885
42428964,561035376,4.7403
42428966,561035378,4.58508
42428966,561035376,8.09002
42428951,561035369,6.87063
42428962,561035372,16.3568
42428956,561035369,35.7689
42428939,561035365,6.7073
42428944,561035365,19.8499
597261862,42486600,15.7131
42428944,561035367,6.83547
42858972,42815354,14.4461
42908947,42839112,5.93173
276317706,42867013,63.8001
42900660,42923772,11.8279
1782672705,1782672710,36.0203
246580982,42445769,11.3312
42806613,42846269,27.3781
1692450029,42439178,9.19114
731930674,1396367334,12.7924
42428892,561035351,7.28232
42428917,561035355,10.6072
